state,min_age,max_age,conditions,sector,scheme_name,skills_offered,documents_needed,offered_by
Tamil Nadu,1,6,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Sikkim,11,37,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Andhra Pradesh,15,29,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,12,45,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,12,56,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Sikkim,14,29,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,8,53,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,0,28,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,7,24,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Tamil Nadu,23,42,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Himachal Pradesh,25,64,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,6,50,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,24,43,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Bihar,20,60,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,23,28,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Telangana,1,38,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,24,44,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Arunachal Pradesh,12,35,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Bihar,14,64,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Haryana,7,12,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,7,27,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Telangana,4,23,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,2,40,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Karnataka,3,31,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Kerala,8,33,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Tripura,18,56,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Odisha,2,64,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,19,25,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Gujarat,18,54,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Mizoram,12,49,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Assam,5,30,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Haryana,0,22,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,17,61,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Arunachal Pradesh,2,29,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,4,42,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,14,29,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,20,36,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Tamil Nadu,0,23,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Odisha,7,61,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,24,40,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Odisha,3,52,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Madhya Pradesh,0,30,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,24,58,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,24,49,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Goa,14,62,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Goa,17,37,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Punjab,19,63,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Meghalaya,24,60,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Himachal Pradesh,23,39,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Madhya Pradesh,25,44,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Uttarakhand,16,31,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,22,56,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Chhattisgarh,18,51,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,22,64,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Manipur,7,14,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Bihar,14,48,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Bihar,11,21,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Punjab,3,59,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Punjab,3,15,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,20,26,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Andhra Pradesh,22,54,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
West Bengal,20,43,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,25,62,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Goa,21,64,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Andhra Pradesh,5,53,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,11,48,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,16,37,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Goa,15,27,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Tripura,12,57,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,17,25,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,9,63,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,17,47,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttarakhand,6,46,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Haryana,24,46,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,3,49,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Goa,22,63,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Assam,22,31,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Telangana,22,44,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,0,37,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Andhra Pradesh,24,45,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Odisha,10,37,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,22,30,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Maharashtra,7,33,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Assam,25,44,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Bihar,20,42,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,6,49,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,17,23,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Jharkhand,22,64,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Goa,14,65,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,7,64,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
